Model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
SVM,0.8371311684429339,0.18763177159243713,0.9999857467500811,0.21017423710158994,,
Random Forest,0.8204542704134866,0.15961289613541452,0.9779053957217512,0.17565361877548827,,
KNN,0.8431550402820809,0.210738319819431,1.0076933281344909,0.2291220393402904,,
XGBoost,0.8367351583573954,0.16022945910958272,0.9981945027505819,0.17867451699533696,,
