Model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
SVM,1.7970289772223653,0.4890287126929806,2.041111533089373,0.4764847926757448,,
Random Forest,1.7324452827393886,0.5438842452996557,1.96715565625415,0.5229631506236385,,
KNN,1.881462837883186,0.5815733190868929,2.1481677887339714,0.5544228167397832,,
XGBoost,1.7419442031800683,0.5570446814019819,1.984220303376681,0.5557762430518824,,
