Model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
SVM,0.8338162430641985,0.18276229029901042,0.9968482875031416,0.20435112084182216,,
Random Forest,0.8117246472072048,0.15568612069995794,0.9629568886086957,0.1710945421129806,,
KNN,0.8428327370817045,0.1924963824990021,1.0245323843040886,0.2124957388769596,,
XGBoost,0.836073589304109,0.13303565376178358,0.9957055966441817,0.1442027855620842,,
