Model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
SVM,1.9182391811958823,0.6409742662845028,2.2033880622501263,0.6515096029069325,,
Random Forest,1.7294938359570275,0.5550058876715303,1.9766765921423313,0.5378638967340542,,
KNN,1.8407186149888946,0.5467293208965842,2.127757713700409,0.5692835527968659,,
XGBoost,1.8669166209821813,0.6350924771525628,2.146176700276703,0.6391240860028455,,
