Model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
SVM,0.8871549086292903,0.19334404446462078,1.068350609382705,0.2190834460780595,,
Random Forest,0.8075161646322291,0.156505370606394,0.9652538411995784,0.17594190596075795,,
KNN,0.8654103132991374,0.1789444934790502,1.0425928546638124,0.2281617253206434,,
XGBoost,0.8294058974044489,0.15820854872198448,0.9989753785123716,0.18557161937944192,,
