Model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
SVM,2.0289946062777133,0.6423202992525379,2.3604926754515763,0.6609088316027173,-1.4361010317456955,2.8697928299948563
Random Forest,1.9419830326317442,0.535811087905043,2.1992894152979976,0.5515652786684735,-1.1843446051518989,2.479494694450265
KNN,2.0554506560700343,0.5515689053777962,2.405962647211167,0.5476289140648077,-1.4752062023060697,2.447630940904756
XGBoost,2.011103603057598,0.5372780462070791,2.3070568654668766,0.5484269804648431,-1.5118001697124257,2.8160819561036226
