Model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
SVM,0.832543321574234,0.1611900826373535,0.9925400098155726,0.18838922464069688,,
Random Forest,0.8152972190927175,0.15811960168790734,0.9703404137399857,0.1755012994362571,,
KNN,0.8222258577964975,0.18257175188616745,0.9969640125550496,0.21355239635220194,,
XGBoost,0.8375605150505762,0.1497073567820886,0.997556872298451,0.15826640863724753,,
