Model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
SVM,0.8920960196561495,0.22362267291664206,1.070801493459896,0.24003414117953933,,
Random Forest,0.8154950288728727,0.15999872341532329,0.9780298255469341,0.17633433427159975,,
KNN,0.8841376586140908,0.21645096717201553,1.0518945939246878,0.2388431411743809,,
XGBoost,0.8654437822334763,0.1594375006051492,1.0340536332627739,0.1857894502352372,,
