Model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
SVM,1.7989108301864831,0.5605746462924945,2.0503832281778376,0.5584161273278445,,
Random Forest,1.7171647040759324,0.546530205314256,1.957823659854668,0.5304019227357021,,
KNN,1.8080406581237143,0.5669030625835453,2.0876456779194665,0.5618463050696957,,
XGBoost,1.7656512130732551,0.5623494738074349,2.009817565743294,0.5569490660481615,,
