Model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
SVM,2.0849368104189607,0.5951560109745836,2.420436332975211,0.6327853146479698,-1.6601333973276355,3.244027313649374
Random Forest,1.9880245384728488,0.547616641761088,2.248336794250417,0.5623744013811088,-1.3159677117725443,2.6600989606843326
KNN,2.0222232275135714,0.5654949479729298,2.375832560248112,0.5897311302782927,-1.4559614613790048,2.6354962033099776
XGBoost,2.057941174942058,0.6145376644164059,2.3498334143232302,0.6400708128522044,-1.6169560183606253,3.1006355894441135
