Model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
SVM,0.86136830975658,0.15255527245982345,1.048757232454211,0.17684437669107306,-0.2173895732573197,0.25272799750976965
Random Forest,0.7934705405942633,0.1291989976521263,0.9606817132786156,0.1400533167228157,-0.018330042014623994,0.08055300732560904
KNN,0.8660461215560927,0.12052279354705667,1.055846780280515,0.12857418492889652,-0.21464360904416052,0.17018814173090252
XGBoost,0.8113995905950256,0.12265436400875158,0.9815622427652705,0.1382724342126301,-0.059649179758520035,0.15353319354762318
