Model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
SVM,0.8648948949399053,0.1048185389453972,1.0608009887122485,0.09844947624397032,-0.1741893563811964,0.21541713137514532
Random Forest,0.8218410006216147,0.07423249564121132,0.9711766637518605,0.04708637862324043,0.021769552831456335,0.09280556063231812
KNN,0.8744692947552457,0.09935117194785104,1.0573092020940127,0.08417561064651642,-0.16391313363884183,0.1863334370018162
XGBoost,0.8280241998212517,0.09140391564146201,0.988200883958066,0.06938752687779272,-0.015272015998085005,0.13968152033151765
