Model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
SVM,1.8180171179610003,0.5717616061128771,2.0710371337671867,0.5722441803221217,-3.6488726841797776,5.078339529987827
Random Forest,1.7433421208746993,0.55430312110614,1.9830738312291232,0.5352085973362677,-3.082758977760051,4.587435417865967
KNN,1.8447921720325675,0.5099870137762587,2.129249224771468,0.5152036034443814,-3.554107025964179,4.733286966321019
XGBoost,1.7644902834599079,0.5926751241817718,2.0108365170106506,0.5726750154983185,-3.113169802540522,4.619256120010144
