Model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
SVM,0.7784085639741884,0.18257674047804906,0.9251863272108884,0.19637288158266605,0.037140824299590036,0.269929252709517
Random Forest,0.7399328005877684,0.1514633072378261,0.8841126367785274,0.1737431391832444,0.12657582882923368,0.18617915372121918
KNN,0.8130059748843571,0.20019111833393896,0.9851346538156389,0.2144311807386905,-0.1027367188255364,0.33677254978319493
XGBoost,0.7614124335443072,0.17847447054518287,0.9007235658126638,0.19146048037407623,0.07920742086113336,0.28082474049325107
