Model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
SVM,0.8059666662375161,0.11457846437100087,0.9700049574260349,0.14090933471349673,-0.03524908097523112,0.20229326787073174
Random Forest,0.7812375373422463,0.1220919568786553,0.9415488103584843,0.12891320726404276,0.023726918240176635,0.0866126991362679
KNN,0.8206599070665495,0.1419079365527856,0.9964297811451793,0.16468539395403894,-0.0999968292997408,0.19349338539271133
XGBoost,0.7853562333212073,0.1258230134714578,0.9452316400187304,0.13512551797637937,0.014509726302421554,0.10581498329186458
