Model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
SVM,0.7922744240967314,0.1331153884391995,0.9637726107664505,0.15403219806610155,-0.02849205000952957,0.18596556281123924
Random Forest,0.7830495524813981,0.11887517648928073,0.9451316199454306,0.1241008110960324,0.017947391428132353,0.06878454151249697
KNN,0.8357754595428801,0.12800993441304806,1.0118700381659693,0.1369942716731201,-0.12217035362674689,0.17448948449231794
XGBoost,0.7805301898440217,0.13145195327914946,0.9462001690333575,0.14137698823661105,0.010535329495245965,0.10754473254694534
