Model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
SVM,1.8516617445168655,0.5174838354975859,2.155635099241154,0.5278191021489415,-3.974824736273321,5.441391622641858
Random Forest,1.7366662693320674,0.50951024180465,1.9816995739827419,0.4923889605007242,-2.9843664528492475,4.2614928681016355
KNN,1.884903318049195,0.4606605345221324,2.2029333408400906,0.4498367072332405,-3.654182316486318,4.5272032669457625
XGBoost,1.7812252938453883,0.5933588965373124,2.0349262945402793,0.58423570360168,-3.267666214168101,5.095132338782434
