Model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
SVM,1.902385077809618,0.5849230212188948,2.184814425752617,0.5824894030763568,-4.3615444819789495,6.564974733876228
Random Forest,1.7422079276278617,0.5562773564526564,1.9886276633013844,0.5397508145729135,-3.1305133958805857,4.628112875408604
KNN,1.8703708723824788,0.487746198737857,2.1886745645410364,0.4791559270809352,-3.785651341704767,4.961089848965985
XGBoost,1.8258758519880633,0.640520613654271,2.0865055973836344,0.6228086044297968,-3.4655396443807245,5.208597980909049
