Model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std
SVM,1.8925930883403264,0.5217537128938247,2.1965145258776624,0.5028790715886925,-1.2438934877615158,1.873763137996068
Random Forest,1.7900413096927978,0.47931810465900004,2.042645259540149,0.47954505374845896,-0.9562030876619226,1.7743526886968246
KNN,1.9373276549444263,0.5886286689777321,2.249782558065321,0.6089617642132213,-1.2891205202240188,2.058234750322293
XGBoost,1.8185485716167964,0.5288762178081806,2.124171027522131,0.5334256018139978,-1.1785595247943301,2.024880668715272
