subject_id,acc,f1,precision,recall
22,0.9112903225806451,0.9316770186335404,0.872093023255814,1.0
23,0.9435483870967742,0.9595375722543352,0.9222222222222223,1.0
24,0.991869918699187,0.9942196531791907,0.9885057471264368,1.0
25,0.9919354838709677,0.9942196531791907,1.0,0.9885057471264368
26,0.8225806451612904,0.8865979381443299,1.0,0.7962962962962963
27,0.96,0.9720670391061452,1.0,0.9456521739130435
28,0.975609756097561,0.9828571428571429,0.9662921348314607,1.0
29,0.6854838709677419,0.7272727272727273,0.6046511627906976,0.9122807017543859
30,0.8048780487804879,0.8356164383561644,0.7176470588235294,1.0
31,0.926829268292683,0.9479768786127167,0.9534883720930233,0.9425287356321839
32,0.967741935483871,0.9764705882352941,0.9540229885057471,1.0
33,0.975609756097561,0.9822485207100592,1.0,0.9651162790697675
34,0.9596774193548387,0.9704142011834319,0.9425287356321839,1.0
35,0.8780487804878049,0.9206349206349206,1.0,0.8529411764705882
36,0.96,0.9720670391061452,1.0,0.9456521739130435
37,0.9649122807017544,0.9764705882352941,0.9540229885057471,1.0
38,1.0,1.0,1.0,1.0
39,0.8709677419354839,0.9148936170212766,1.0,0.8431372549019608
40,0.7016129032258065,0.8246445497630331,1.0,0.7016129032258065
41,0.88,0.9214659685863874,1.0,0.8543689320388349
42,0.6639344262295082,0.7284768211920529,0.6470588235294118,0.8333333333333334
43,0.7419354838709677,0.8048780487804879,0.7586206896551724,0.8571428571428571
44,0.9137931034482759,0.9484536082474226,1.0,0.9019607843137255
45,0.9274193548387096,0.9485714285714286,0.9540229885057471,0.9431818181818182
46,0.991869918699187,0.9942196531791907,0.9885057471264368,1.0
47,0.9186991869918699,0.9375,0.8823529411764706,1.0
48,1.0,1.0,1.0,1.0
49,0.9838709677419355,0.9885057471264368,0.9885057471264368,0.9885057471264368
50,1.0,1.0,1.0,1.0
51,1.0,1.0,1.0,1.0
52,1.0,1.0,1.0,1.0
53,0.624,0.6412213740458015,0.47191011235955055,1.0
54,0.8617886178861789,0.903954802259887,0.9523809523809523,0.8602150537634409
55,0.8709677419354839,0.9148936170212766,1.0,0.8431372549019608
56,0.6260162601626016,0.7088607594936709,0.6511627906976745,0.7777777777777778
57,0.7560975609756098,0.7887323943661971,0.6511627906976745,1.0
58,0.7075471698113207,0.7102803738317757,0.5507246376811594,1.0
59,0.7096774193548387,0.8,0.8372093023255814,0.7659574468085106
60,1.0,1.0,1.0,1.0
61,0.7886178861788617,0.8686868686868687,1.0,0.7678571428571429
62,1.0,1.0,1.0,1.0
63,0.7580645161290323,0.8295454545454546,0.8390804597701149,0.8202247191011236
64,0.992,0.9942857142857143,0.9886363636363636,1.0
