subject_id,acc,f1,precision,recall
22,0.8870967741935484,0.9146341463414634,0.8426966292134831,1.0
23,0.9435483870967742,0.9595375722543352,0.9222222222222223,1.0
24,0.967479674796748,0.9770114942528736,0.9659090909090909,0.9883720930232558
25,0.9354838709677419,0.9555555555555556,0.9247311827956989,0.9885057471264368
26,0.8790322580645161,0.9253731343283582,1.0,0.8611111111111112
27,0.936,0.9565217391304348,0.9565217391304348,0.9565217391304348
28,0.975609756097561,0.9826589595375722,0.9770114942528736,0.9883720930232558
29,0.6612903225806451,0.704225352112676,0.5882352941176471,0.8771929824561403
30,0.7154471544715447,0.7741935483870968,0.6382978723404256,0.9836065573770492
31,0.9105691056910569,0.935672514619883,0.9523809523809523,0.9195402298850575
32,0.9193548387096774,0.9431818181818182,0.8924731182795699,1.0
33,0.975609756097561,0.9828571428571429,0.9662921348314607,1.0
34,0.9274193548387096,0.9479768786127167,0.9010989010989011,1.0
35,0.8861788617886179,0.9270833333333334,0.9888888888888889,0.8725490196078431
36,0.832,0.8727272727272727,0.9863013698630136,0.782608695652174
37,0.9035087719298246,0.9378531073446328,0.8829787234042553,1.0
38,0.968,0.9775280898876404,0.9560439560439561,1.0
39,0.9274193548387096,0.9543147208121827,0.9894736842105263,0.9215686274509803
40,0.7096774193548387,0.8301886792452831,1.0,0.7096774193548387
41,0.944,0.9651741293532339,0.9897959183673469,0.941747572815534
42,0.639344262295082,0.7066666666666667,0.6309523809523809,0.803030303030303
43,0.75,0.8121212121212121,0.7613636363636364,0.8701298701298701
44,0.896551724137931,0.9375,1.0,0.8823529411764706
45,0.9193548387096774,0.9431818181818182,0.9431818181818182,0.9431818181818182
46,0.9512195121951219,0.9662921348314607,0.9347826086956522,1.0
47,0.9105691056910569,0.9308176100628931,0.8809523809523809,0.9866666666666667
48,1.0,1.0,1.0,1.0
49,0.9758064516129032,0.9826589595375722,0.9883720930232558,0.9770114942528736
50,1.0,1.0,1.0,1.0
51,0.9365079365079365,0.9560439560439561,0.9157894736842105,1.0
52,0.9426229508196722,0.96,0.9333333333333333,0.9882352941176471
53,0.6,0.6268656716417911,0.45652173913043476,1.0
54,0.8211382113821138,0.875,0.927710843373494,0.8279569892473119
55,0.8387096774193549,0.8913043478260869,1.0,0.803921568627451
56,0.6260162601626016,0.7051282051282052,0.6547619047619048,0.7638888888888888
57,0.7317073170731707,0.7724137931034483,0.6292134831460674,1.0
58,0.7075471698113207,0.7102803738317757,0.5507246376811594,1.0
59,0.6935483870967742,0.7865168539325843,0.8333333333333334,0.7446808510638298
60,0.9672131147540983,0.9767441860465116,0.9767441860465116,0.9767441860465116
61,0.8130081300813008,0.8855721393034826,1.0,0.7946428571428571
62,0.991304347826087,0.9942196531791907,0.9885057471264368,1.0
63,0.7580645161290323,0.8295454545454546,0.8390804597701149,0.8202247191011236
64,0.936,0.9550561797752809,0.9340659340659341,0.9770114942528736
